ID1,ID2
11485656,O00329
447077,O00329
11617559,O00329
16187854,O00329
10138259,O00329
25126798,O00329
9884685,O00329
176870,O00329
16007391,O00329
24905147,O00329
216239,O00329
10461815,O00329
3062316,O00329
11234052,O00329
9929127,O00329
10127622,O00329
3038525,O00329
153999,O00329
3025986,O00329
9813758,O00329
15983966,O00329
16038120,O00329
10184653,O00329
24180719,O00329
208908,O00329
11338033,O00329
24889392,O00329
11364421,O00329
9869779,O00329
10427712,O00329
3038522,O00329
91448975,O00329
11667893,O00329
6450551,O00329
11712649,O00329
5287969,O00329
156414,O00329
57399640,O00329
9933475,O00329
9886808,O00329
644241,O00329
5494449,O00329
5329102,O00329
11409972,O00329
16722836,O00329
6918852,O00329
10113978,O00329
151194,O00329
11676971,O00329
17755052,O00329
9926791,O00329
176155,O00329
5328940,O00329
11656518,O00329
123631,O00329
9915743,O00329
17755052,O00329
132271619,O00443
132271620,O00443
121426320,O00443
121426321,O00443
121426376,O00443
121426388,O00443
121426215,O00443
121426215,O00443
121426215,O00443
121426215,O00443
121426350,O00443
136215711,O00443
136215711,O00443
136215714,O00443
136215714,O00443
121426247,O00443
121426239,O00443
121426223,O00443
121426223,O00443
121426227,O00443
132271625,O00443
132271625,O00443
121426234,O00443
121426234,O00443
121426234,O00443
132271628,O00443
132271628,O00443
121426387,O00443
121426387,O00443
8515,O00444
44259,O00444
9829523,O00444
126565,O00444
44259,O00444
9809715,O00444
126565,O00444
9829523,O00444
44259,O00444
9829523,O00444
24889392,O00444
5329102,O00444
52945601,O00444
3038522,O00444
216239,O00444
11213558,O00444
16722836,O00444
11667893,O00444
9884685,O00444
644241,O00444
10138259,O00444
176870,O00444
447077,O00444
5291,O00444
11626560,O00444
9926791,O00444
10074640,O00444
16007391,O00444
11364421,O00444
25126798,O00444
176167,O00444
24889392,O00444
16187854,O00444
3038522,O00444
10184653,O00444
9886808,O00444
3038525,O00444
3062316,O00444
216239,O00444
208908,O00444
9929127,O00444
11656518,O00444
11676971,O00444
10461815,O00444
9915743,O00444
6450551,O00444
91448975,O00444
5287969,O00444
11427553,O00444
123631,O00444
5328940,O00444
6918454,O00444
10127622,O00444
57399640,O00444
15983966,O00444
153999,O00444
17755052,O00444
176155,O00444
11338033,O00444
11234052,O00444
16725726,O00444
16038120,O00444
11617559,O00444
11712649,O00444
3025986,O00444
11485656,O00444
9869779,O00444
156414,O00444
9933475,O00444
25182616,O00444
11314340,O00444
3081361,O00444
9813758,O00444
11409972,O00444
10427712,O00444
151194,O00444
6918852,O00444
24180719,O00444
10113978,O00444
156422,O00444
24905147,O00444
5329102,O00444
5494449,O00444
5291,O00444
5330790,O00444
208908,O00444
153999,O00444
3038522,O00444
11712649,O00444
9884685,O00444
151194,O00444
160355,O00444
5353940,O00444
176155,O00444
4521392,O00444
216239,O00444
10138259,O00444
5329102,O00444
5494449,O00444
3038525,O00444
3081361,O00444
11485656,O00444
11667893,O00444
11409972,O00444
16007391,O00444
156422,O00444
3025986,O00444
9886808,O00444
11656518,O00444
156414,O00444
9926791,O00444
9874913,O00444
3062316,O00444
6445562,O00444
176870,O00444
5287969,O00444
123631,O00444
11617559,O00444
10113978,O00444
11560568,O00444
5287969,O00444
126565,O00506
9829523,O00506
9829523,O00506
126565,O00506
9809715,O00506
44259,O00506
9829523,O00506
44259,O00506
24889392,O00506
52945601,O00506
3038522,O00506
5329102,O00506
216239,O00506
11213558,O00506
5291,O00506
11667893,O00506
644241,O00506
9884685,O00506
10138259,O00506
176870,O00506
447077,O00506
11427553,O00506
11626560,O00506
9926791,O00506
10074640,O00506
16007391,O00506
11364421,O00506
176167,O00506
10427712,O00506
24889392,O00506
11712649,O00506
16187854,O00506
16722836,O00506
11234052,O00506
3038522,O00506
208908,O00506
9886808,O00506
3038525,O00506
3062316,O00506
216239,O00506
9929127,O00506
11656518,O00506
11676971,O00506
6450551,O00506
10461815,O00506
9915743,O00506
91448975,O00506
15983966,O00506
16038120,O00506
25126798,O00506
11485656,O00506
123631,O00506
153999,O00506
17755052,O00506
5328940,O00506
10127622,O00506
57399640,O00506
176155,O00506
11338033,O00506
16725726,O00506
11617559,O00506
156414,O00506
3025986,O00506
9869779,O00506
24905147,O00506
9933475,O00506
6918454,O00506
25182616,O00506
11314340,O00506
3081361,O00506
9813758,O00506
11409972,O00506
5287969,O00506
151194,O00506
6918852,O00506
24180719,O00506
10113978,O00506
156422,O00506
10184653,O00506
5329102,O00506
5494449,O00506
3081361,O00506
11485656,O00506
11667893,O00506
11409972,O00506
16007391,O00506
156422,O00506
3025986,O00506
9886808,O00506
11656518,O00506
156414,O00506
9926791,O00506
9874913,O00506
3062316,O00506
6445562,O00506
176870,O00506
5287969,O00506
123631,O00506
11617559,O00506
10113978,O00506
5291,O00506
5330790,O00506
208908,O00506
153999,O00506
3038522,O00506
11712649,O00506
9884685,O00506
151194,O00506
160355,O00506
5353940,O00506
176155,O00506
4521392,O00506
216239,O00506
10138259,O00506
5329102,O00506
5494449,O00506
3038525,O00506
132271619,O00750
132271620,O00750
121426320,O00750
121426321,O00750
121426376,O00750
121426388,O00750
121426215,O00750
121426215,O00750
121426215,O00750
121426215,O00750
121426350,O00750
136215711,O00750
136215711,O00750
136215714,O00750
136215714,O00750
121426247,O00750
121426239,O00750
121426223,O00750
121426223,O00750
121426227,O00750
132271625,O00750
132271625,O00750
121426234,O00750
121426234,O00750
121426234,O00750
132271628,O00750
132271628,O00750
121426387,O00750
121426387,O00750
9829523,O00750
126565,O00750
9809715,O00750
126565,O00750
44259,O00750
9829523,O00750
24889392,O00750
3038522,O00750
216239,O00750
52945601,O00750
5329102,O00750
6450551,O00750
9813758,O00750
11617559,O00750
9869779,O00750
176870,O00750
156414,O00750
151194,O00750
447077,O00750
156422,O00750
16038120,O00750
17755052,O00750
24905147,O00750
6918852,O00750
11656518,O00750
10113978,O00750
3062316,O00750
9884685,O00750
11667893,O00750
5494449,O00750
5328940,O00750
9933475,O00750
16187854,O00750
10138259,O00750
11314340,O00750
10461815,O00750
16725726,O00750
123631,O00750
91448975,O00750
10127622,O00750
208908,O00750
11626560,O00750
216239,O00750
15983966,O00750
11338033,O00750
153999,O00750
11213558,O00750
9886808,O00750
9915743,O00750
11712649,O00750
9926791,O00750
11485656,O00750
24889392,O00750
10427712,O00750
25126798,O00750
3038525,O00750
176167,O00750
16007391,O00750
11234052,O00750
3081361,O00750
5329102,O00750
11409972,O00750
16722836,O00750
5287969,O00750
176155,O00750
5291,O00750
11427553,O00750
24180719,O00750
11676971,O00750
9929127,O00750
57399640,O00750
10184653,O00750
11364421,O00750
25182616,O00750
10074640,O00750
3025986,O00750
3038522,O00750
644241,O00750
6918454,O00750
17755052,O00750
126565,O14578
9829523,O14578
126565,O14578
9829523,O14578
44259,O14578
9809715,O14578
44259,O14578
9829523,O14578
24889392,O14578
52945601,O14578
3038522,O14578
5329102,O14578
216239,O14578
11213558,O14578
16722836,O14578
11667893,O14578
644241,O14578
9884685,O14578
10138259,O14578
176870,O14578
447077,O14578
5291,O14578
11626560,O14578
9926791,O14578
10074640,O14578
16007391,O14578
11364421,O14578
176167,O14578
10427712,O14578
24889392,O14578
11712649,O14578
16187854,O14578
11234052,O14578
3038522,O14578
10184653,O14578
9886808,O14578
3038525,O14578
3062316,O14578
216239,O14578
208908,O14578
9929127,O14578
11656518,O14578
11676971,O14578
10461815,O14578
9915743,O14578
6450551,O14578
91448975,O14578
11427553,O14578
16038120,O14578
25126798,O14578
11485656,O14578
123631,O14578
153999,O14578
17755052,O14578
5328940,O14578
10127622,O14578
57399640,O14578
15983966,O14578
176155,O14578
11338033,O14578
16725726,O14578
11617559,O14578
156414,O14578
3025986,O14578
9869779,O14578
24905147,O14578
9933475,O14578
6918454,O14578
25182616,O14578
11314340,O14578
3081361,O14578
9813758,O14578
11409972,O14578
5287969,O14578
151194,O14578
6918852,O14578
24180719,O14578
10113978,O14578
156422,O14578
5329102,O14578
5494449,O14578
11485656,O14578
11667893,O14578
11409972,O14578
16007391,O14578
156422,O14578
3025986,O14578
9886808,O14578
11656518,O14578
156414,O14578
9926791,O14578
9874913,O14578
3062316,O14578
6445562,O14578
176870,O14578
5287969,O14578
123631,O14578
11617559,O14578
10113978,O14578
5291,O14578
5330790,O14578
208908,O14578
153999,O14578
3038522,O14578
11712649,O14578
9884685,O14578
151194,O14578
160355,O14578
5353940,O14578
176155,O14578
4521392,O14578
216239,O14578
10138259,O14578
5329102,O14578
5494449,O14578
3038525,O14578
3081361,O14578
58017084,O14578
126565,O14730
9829523,O14730
9809715,O14730
126565,O14730
44259,O14730
9829523,O14730
44259,O14730
9829523,O14730
24889392,O14730
3038522,O14730
216239,O14730
52945601,O14730
5329102,O14730
6450551,O14730
5328940,O14730
9869779,O14730
11314340,O14730
11213558,O14730
176870,O14730
11485656,O14730
156422,O14730
16038120,O14730
11656518,O14730
9813758,O14730
6918454,O14730
11427553,O14730
16187854,O14730
3025986,O14730
11617559,O14730
17755052,O14730
9884685,O14730
10138259,O14730
16007391,O14730
24905147,O14730
10113978,O14730
3062316,O14730
9929127,O14730
10127622,O14730
3038525,O14730
208908,O14730
10074640,O14730
11626560,O14730
15983966,O14730
6918852,O14730
5291,O14730
10184653,O14730
10461815,O14730
5494449,O14730
16725726,O14730
24180719,O14730
24889392,O14730
11338033,O14730
9915743,O14730
10427712,O14730
3038522,O14730
91448975,O14730
11667893,O14730
11712649,O14730
25126798,O14730
156414,O14730
176167,O14730
151194,O14730
57399640,O14730
9886808,O14730
9926791,O14730
11234052,O14730
3081361,O14730
11409972,O14730
5329102,O14730
16722836,O14730
216239,O14730
153999,O14730
5287969,O14730
11676971,O14730
25182616,O14730
123631,O14730
11364421,O14730
176155,O14730
447077,O14730
9933475,O14730
644241,O14730
11485656,O14730
11667893,O14730
11409972,O14730
16007391,O14730
156422,O14730
3025986,O14730
9886808,O14730
11656518,O14730
156414,O14730
9926791,O14730
9874913,O14730
3062316,O14730
6445562,O14730
176870,O14730
5287969,O14730
123631,O14730
11617559,O14730
10113978,O14730
5291,O14730
5330790,O14730
208908,O14730
153999,O14730
3038522,O14730
11712649,O14730
9884685,O14730
151194,O14730
160355,O14730
5353940,O14730
176155,O14730
4521392,O14730
216239,O14730
10138259,O14730
5329102,O14730
5494449,O14730
3038525,O14730
3081361,O14730
126565,O14733
44259,O14733
9829523,O14733
9809715,O14733
5287969,O14733
9933475,O14733
10138259,O14733
11364421,O14733
176167,O14733
156422,O14733
9926791,O14733
153999,O14733
25182616,O14733
16722836,O14733
216239,O14733
16038120,O14733
25126798,O14733
11314340,O14733
6918852,O14733
11234052,O14733
11676971,O14733
9884685,O14733
176155,O14733
9886808,O14733
208908,O14733
10184653,O14733
11338033,O14733
11656518,O14733
15983966,O14733
10427712,O14733
5291,O14733
16007391,O14733
57399640,O14733
9929127,O14733
6450551,O14733
447077,O14733
151194,O14733
10113978,O14733
24180719,O14733
11626560,O14733
3038525,O14733
24905147,O14733
9915743,O14733
123631,O14733
24889392,O14733
11667893,O14733
3025986,O14733
6918454,O14733
9869779,O14733
11213558,O14733
3038522,O14733
5494449,O14733
176870,O14733
11712649,O14733
10074640,O14733
16187854,O14733
5329102,O14733
10461815,O14733
17755052,O14733
16725726,O14733
3062316,O14733
10127622,O14733
5328940,O14733
91448975,O14733
11409972,O14733
644241,O14733
3081361,O14733
9813758,O14733
156414,O14733
11427553,O14733
11617559,O14733
11485656,O14733
126565,O14757
24889392,O14757
52945601,O14757
9829523,O14757
216239,O14757
5329102,O14757
3038522,O14757
5291,O14757
17755052,O14757
10138259,O14757
24180719,O14757
44259,O14757
10427712,O14757
11314340,O14757
3081361,O14757
16722836,O14757
5328940,O14757
16725726,O14757
6918852,O14757
176870,O14757
9886808,O14757
10113978,O14757
91448975,O14757
156414,O14757
11712649,O14757
9809715,O14757
123631,O14757
11234052,O14757
6918454,O14757
11409972,O14757
11667893,O14757
5287969,O14757
11617559,O14757
5329102,O14757
16038120,O14757
10461815,O14757
9869779,O14757
11427553,O14757
15983966,O14757
11676971,O14757
57399640,O14757
10074640,O14757
3038522,O14757
9884685,O14757
11656518,O14757
3025986,O14757
10127622,O14757
9813758,O14757
16007391,O14757
176155,O14757
156422,O14757
11213558,O14757
126565,O14757
24889392,O14757
25126798,O14757
11626560,O14757
9933475,O14757
151194,O14757
6450551,O14757
3038525,O14757
176167,O14757
5494449,O14757
25182616,O14757
9829523,O14757
10184653,O14757
11485656,O14757
11364421,O14757
216239,O14757
24905147,O14757
11338033,O14757
153999,O14757
208908,O14757
9926791,O14757
644241,O14757
9915743,O14757
16187854,O14757
3062316,O14757
447077,O14757
9929127,O14757
3062316,O14757
5494449,O14757
216239,O14757
156422,O14757
3081361,O14757
153999,O14757
123631,O14757
208908,O14757
6445562,O14757
11617559,O14757
4521392,O14757
176155,O14757
176870,O14757
5329102,O14757
5287969,O14757
9829523,O14757
5330790,O14757
11409972,O14757
11667893,O14757
9926791,O14757
9886808,O14757
3025986,O14757
160355,O14757
16007391,O14757
5353940,O14757
10113978,O14757
3038525,O14757
11485656,O14757
44259,O14757
156414,O14757
11712649,O14757
151194,O14757
9874913,O14757
3038522,O14757
10138259,O14757
11656518,O14757
9884685,O14757
5291,O14757
126565,O14920
9829523,O14920
126565,O14920
9829523,O14920
44259,O14920
9809715,O14920
24889392,O14920
52945601,O14920
3038522,O14920
216239,O14920
5329102,O14920
9813758,O14920
5328940,O14920
16038120,O14920
9869779,O14920
11617559,O14920
156414,O14920
5494449,O14920
156422,O14920
17755052,O14920
10184653,O14920
176870,O14920
24905147,O14920
10113978,O14920
6918852,O14920
11656518,O14920
10127622,O14920
9884685,O14920
11667893,O14920
24180719,O14920
9933475,O14920
11314340,O14920
3038522,O14920
123631,O14920
91448975,O14920
11626560,O14920
16187854,O14920
25126798,O14920
10461815,O14920
216239,O14920
15983966,O14920
11712649,O14920
153999,O14920
11409972,O14920
9915743,O14920
447077,O14920
3062316,O14920
9926791,O14920
24889392,O14920
10427712,O14920
16722836,O14920
11234052,O14920
11427553,O14920
16725726,O14920
176167,O14920
176155,O14920
3038525,O14920
11213558,O14920
25182616,O14920
9929127,O14920
151194,O14920
3081361,O14920
9886808,O14920
11485656,O14920
208908,O14920
5329102,O14920
5287969,O14920
5291,O14920
11676971,O14920
11364421,O14920
10138259,O14920
11338033,O14920
57399640,O14920
6450551,O14920
16007391,O14920
10074640,O14920
3025986,O14920
644241,O14920
6918454,O14920
25104303,O14920
9809715,O14936
126565,O14936
9829523,O14936
44259,O14936
6450551,O14936
5328940,O14936
9869779,O14936
11314340,O14936
11213558,O14936
176870,O14936
11485656,O14936
153999,O14936
156422,O14936
16038120,O14936
11656518,O14936
10113978,O14936
9813758,O14936
6918454,O14936
11427553,O14936
16187854,O14936
3025986,O14936
17755052,O14936
9884685,O14936
10138259,O14936
16007391,O14936
24905147,O14936
3062316,O14936
9929127,O14936
10127622,O14936
3038525,O14936
208908,O14936
10074640,O14936
11626560,O14936
15983966,O14936
6918852,O14936
5291,O14936
10184653,O14936
10461815,O14936
5494449,O14936
24889392,O14936
16725726,O14936
24180719,O14936
11338033,O14936
3038522,O14936
9915743,O14936
10427712,O14936
91448975,O14936
11712649,O14936
11617559,O14936
11667893,O14936
25126798,O14936
156414,O14936
176167,O14936
151194,O14936
57399640,O14936
9886808,O14936
9926791,O14936
11234052,O14936
3081361,O14936
11409972,O14936
5329102,O14936
16722836,O14936
216239,O14936
5287969,O14936
11364421,O14936
25182616,O14936
123631,O14936
176155,O14936
447077,O14936
9933475,O14936
11676971,O14936
644241,O14936
11485656,O14965
16007391,O14965
3025986,O14965
176870,O14965
10113978,O14965
5330790,O14965
11712649,O14965
5329102,O14965
5494449,O14965
5494449,O14965
44259,O14965
8515,O14965
126565,O14965
9829523,O14965
44259,O14965
9809715,O14965
126565,O14965
9829523,O14965
44259,O14965
9829523,O14965
24889392,O14965
216239,O14965
3038522,O14965
52945601,O14965
5329102,O14965
6450551,O14965
5328940,O14965
9869779,O14965
11314340,O14965
176870,O14965
151194,O14965
11485656,O14965
153999,O14965
156422,O14965
16038120,O14965
11656518,O14965
10113978,O14965
9813758,O14965
6918454,O14965
11427553,O14965
16187854,O14965
3025986,O14965
17755052,O14965
9884685,O14965
10461815,O14965
10138259,O14965
16007391,O14965
24905147,O14965
3062316,O14965
9929127,O14965
10127622,O14965
3038525,O14965
208908,O14965
10074640,O14965
11626560,O14965
15983966,O14965
6918852,O14965
5291,O14965
10184653,O14965
24889392,O14965
16725726,O14965
24180719,O14965
11338033,O14965
11213558,O14965
3038522,O14965
9915743,O14965
10427712,O14965
91448975,O14965
11712649,O14965
11617559,O14965
11667893,O14965
25126798,O14965
156414,O14965
5494449,O14965
176167,O14965
57399640,O14965
9886808,O14965
9926791,O14965
11234052,O14965
3081361,O14965
11409972,O14965
5329102,O14965
16722836,O14965
216239,O14965
5287969,O14965
11364421,O14965
25182616,O14965
123631,O14965
176155,O14965
447077,O14965
9933475,O14965
11676971,O14965
644241,O14965
151194,O14965
160355,O14965
5353940,O14965
176155,O14965
4521392,O14965
216239,O14965
10138259,O14965
5329102,O14965
5494449,O14965
3038525,O14965
3081361,O14965
11485656,O14965
11667893,O14965
11409972,O14965
16007391,O14965
156422,O14965
3025986,O14965
9886808,O14965
11656518,O14965
156414,O14965
9926791,O14965
9874913,O14965
3062316,O14965
6445562,O14965
176870,O14965
5287969,O14965
123631,O14965
11617559,O14965
10113978,O14965
5291,O14965
5330790,O14965
208908,O14965
153999,O14965
3038522,O14965
11712649,O14965
9884685,O14965
11560568,O14965
56846693,O14965
8515,O14976
44259,O14976
9829523,O14976
126565,O14976
9829523,O14976
9809715,O14976
44259,O14976
126565,O14976
9829523,O14976
44259,O14976
3062316,O14976
123631,O14976
6445562,O14976
176870,O14976
24889392,O14976
52945601,O14976
3038522,O14976
5329102,O14976
216239,O14976
16220188,O14976
11406590,O14976
5291,O14976
11427553,O14976
10074640,O14976
11626560,O14976
25182616,O14976
11364421,O14976
11213558,O14976
3038522,O14976
176167,O14976
11485656,O14976
10427712,O14976
24889392,O14976
447077,O14976
11712649,O14976
16725726,O14976
25126798,O14976
176870,O14976
16007391,O14976
123631,O14976
16722836,O14976
10461815,O14976
10127622,O14976
9926791,O14976
9884685,O14976
3038525,O14976
216239,O14976
9929127,O14976
11234052,O14976
9886808,O14976
11656518,O14976
15983966,O14976
3025986,O14976
6918454,O14976
9813758,O14976
16038120,O14976
11338033,O14976
24180719,O14976
9915743,O14976
57399640,O14976
153999,O14976
5328940,O14976
16187854,O14976
6450551,O14976
10138259,O14976
5287969,O14976
11667893,O14976
156414,O14976
24905147,O14976
9933475,O14976
9869779,O14976
10184653,O14976
11676971,O14976
11314340,O14976
91448975,O14976
208908,O14976
5494449,O14976
11617559,O14976
3081361,O14976
11409972,O14976
6918852,O14976
10113978,O14976
156422,O14976
151194,O14976
17755052,O14976
5329102,O14976
176155,O14976
644241,O14976
3062316,O14976
151194,O14976
160355,O14976
5353940,O14976
176155,O14976
4521392,O14976
216239,O14976
10138259,O14976
5329102,O14976
5494449,O14976
3038525,O14976
3081361,O14976
11485656,O14976
11667893,O14976
11409972,O14976
16007391,O14976
156422,O14976
3025986,O14976
9886808,O14976
11656518,O14976
156414,O14976
9926791,O14976
9874913,O14976
3062316,O14976
6445562,O14976
176870,O14976
5287969,O14976
123631,O14976
11617559,O14976
10113978,O14976
5291,O14976
5330790,O14976
208908,O14976
153999,O14976
3038522,O14976
11712649,O14976
9884685,O14976
6445562,O14976
5287969,O14976
9829523,O15075
126565,O15075
9809715,O15075
9829523,O15075
44259,O15075
126565,O15075
9829523,O15075
44259,O15075
24889392,O15075
52945601,O15075
3038522,O15075
216239,O15075
5329102,O15075
17755052,O15075
10074640,O15075
11427553,O15075
11314340,O15075
11213558,O15075
3081361,O15075
156422,O15075
25182616,O15075
176167,O15075
16725726,O15075
176870,O15075
5291,O15075
6918454,O15075
11485656,O15075
447077,O15075
11617559,O15075
9884685,O15075
16187854,O15075
10138259,O15075
25126798,O15075
16007391,O15075
24905147,O15075
216239,O15075
10461815,O15075
3062316,O15075
9929127,O15075
10127622,O15075
3038525,O15075
208908,O15075
3025986,O15075
15983966,O15075
16038120,O15075
11338033,O15075
11626560,O15075
24180719,O15075
24889392,O15075
9869779,O15075
9915743,O15075
10427712,O15075
3038522,O15075
91448975,O15075
11667893,O15075
6450551,O15075
11712649,O15075
5287969,O15075
156414,O15075
11364421,O15075
57399640,O15075
9886808,O15075
644241,O15075
5494449,O15075
11409972,O15075
9813758,O15075
5329102,O15075
16722836,O15075
11234052,O15075
6918852,O15075
10113978,O15075
151194,O15075
11676971,O15075
9926791,O15075
176155,O15075
5328940,O15075
153999,O15075
11656518,O15075
123631,O15075
9933475,O15075
10184653,O15075
11485656,O15075
11667893,O15075
11409972,O15075
16007391,O15075
156422,O15075
3025986,O15075
9886808,O15075
11656518,O15075
156414,O15075
9926791,O15075
9874913,O15075
3062316,O15075
6445562,O15075
176870,O15075
5287969,O15075
123631,O15075
11617559,O15075
10113978,O15075
5291,O15075
5330790,O15075
208908,O15075
153999,O15075
3038522,O15075
11712649,O15075
9884685,O15075
151194,O15075
160355,O15075
5353940,O15075
176155,O15075
4521392,O15075
216239,O15075
10138259,O15075
5329102,O15075
5494449,O15075
3038525,O15075
3081361,O15075
9829523,O15111
3038522,O15111
216239,O15111
52945601,O15111
24889392,O15111
5329102,O15111
126565,O15111
16187854,O15111
25126798,O15111
6918852,O15111
5329102,O15111
9929127,O15111
5287969,O15111
16725726,O15111
16722836,O15111
3081361,O15111
24180719,O15111
5291,O15111
5328940,O15111
11338033,O15111
156414,O15111
3062316,O15111
447077,O15111
17755052,O15111
3025986,O15111
11314340,O15111
176155,O15111
10427712,O15111
44259,O15111
176870,O15111
9926791,O15111
644241,O15111
57399640,O15111
15983966,O15111
10074640,O15111
11427553,O15111
11676971,O15111
9869779,O15111
208908,O15111
9809715,O15111
9915743,O15111
91448975,O15111
216239,O15111
5494449,O15111
10127622,O15111
153999,O15111
11485656,O15111
151194,O15111
3038525,O15111
9886808,O15111
16007391,O15111
9884685,O15111
11656518,O15111
11409972,O15111
11667893,O15111
11213558,O15111
9933475,O15111
3038522,O15111
156422,O15111
10138259,O15111
6918454,O15111
9813758,O15111
24905147,O15111
11234052,O15111
10184653,O15111
9829523,O15111
11617559,O15111
123631,O15111
6450551,O15111
16038120,O15111
10461815,O15111
11364421,O15111
126565,O15111
25182616,O15111
24889392,O15111
11626560,O15111
10113978,O15111
11712649,O15111
176167,O15111
9829523,O15146
126565,O15146
9809715,O15146
44259,O15146
9829523,O15146
126565,O15146
44259,O15146
9829523,O15146
24889392,O15146
3038522,O15146
216239,O15146
5329102,O15146
52945601,O15146
5291,O15146
16722836,O15146
447077,O15146
11427553,O15146
10074640,O15146
11626560,O15146
9926791,O15146
25182616,O15146
16007391,O15146
11409972,O15146
11364421,O15146
3038522,O15146
176167,O15146
11485656,O15146
10427712,O15146
24889392,O15146
11712649,O15146
16725726,O15146
11213558,O15146
176870,O15146
123631,O15146
25126798,O15146
11234052,O15146
10461815,O15146
9884685,O15146
3038525,O15146
216239,O15146
3062316,O15146
9929127,O15146
9886808,O15146
11656518,O15146
15983966,O15146
3025986,O15146
6918454,O15146
16038120,O15146
11338033,O15146
9915743,O15146
57399640,O15146
153999,O15146
11667893,O15146
5328940,O15146
16187854,O15146
6450551,O15146
10138259,O15146
5287969,O15146
156414,O15146
24905147,O15146
9933475,O15146
9869779,O15146
10184653,O15146
10127622,O15146
11676971,O15146
11314340,O15146
91448975,O15146
5494449,O15146
3081361,O15146
9813758,O15146
208908,O15146
6918852,O15146
10113978,O15146
24180719,O15146
156422,O15146
151194,O15146
17755052,O15146
11617559,O15146
5329102,O15146
176155,O15146
644241,O15146
9884685,O15146
151194,O15146
160355,O15146
5353940,O15146
176155,O15146
4521392,O15146
216239,O15146
10138259,O15146
5329102,O15146
5494449,O15146
3038525,O15146
3081361,O15146
11485656,O15146
11667893,O15146
11409972,O15146
16007391,O15146
156422,O15146
3025986,O15146
9886808,O15146
11656518,O15146
156414,O15146
9926791,O15146
9874913,O15146
3062316,O15146
6445562,O15146
176870,O15146
5287969,O15146
123631,O15146
11617559,O15146
10113978,O15146
5291,O15146
5330790,O15146
208908,O15146
153999,O15146
3038522,O15146
11712649,O15146
77846025,O15164
91808039,O15164
91808039,O15164
71600087,O15164
9829523,O15197
126565,O15197
9829523,O15197
126565,O15197
44259,O15197
9809715,O15197
24889392,O15197
52945601,O15197
216239,O15197
5329102,O15197
3038522,O15197
25182616,O15197
17755052,O15197
10074640,O15197
11427553,O15197
11314340,O15197
11213558,O15197
3081361,O15197
156422,O15197
176167,O15197
16038120,O15197
16725726,O15197
176870,O15197
5291,O15197
6918454,O15197
11485656,O15197
447077,O15197
11617559,O15197
9884685,O15197
16187854,O15197
10138259,O15197
16007391,O15197
24905147,O15197
216239,O15197
3062316,O15197
9929127,O15197
10461815,O15197
10127622,O15197
3038525,O15197
208908,O15197
3025986,O15197
15983966,O15197
153999,O15197
10184653,O15197
11626560,O15197
151194,O15197
24180719,O15197
24889392,O15197
9869779,O15197
9915743,O15197
11338033,O15197
10427712,O15197
3038522,O15197
91448975,O15197
11667893,O15197
6450551,O15197
11712649,O15197
5287969,O15197
